iata_code,icao_code,airport_name,city,country_code,latitude,longitude,elevation
BCD,RPVB,Bacolod-Silay Airport,Bacolod City,PH,10.7764,123.014999,82
CYP,RPVC,Calbayog Airport,Calbayog City,PH,12.072574,124.54508,12
DGT,RPVD,Sibulan Airport,Dumaguete City,PH,9.334183,123.30191,15
MPH,RPVE,Godofredo P. Ramos Airport,Caticlan,PH,11.9245,121.954002,7
CRM,RPVF,Catarman National Airport,Catarman,PH,12.50161,124.635258,6
ILO,RPVI,Iloilo International Airport,Cabatuan,PH,10.833017,122.493358,27
MBT,RPVJ,Moises R. Espinosa Airport,Masbate,PH,12.369682,123.630095,49
KLO,RPVK,Kalibo International Airport,Kalibo,PH,11.679400444,122.375999451,14
,RPLG,Wasig Airport,Mansalay,PH,12.534338,121.482848,17
CEB,RPVM,Mactan Cebu International Airport,Lapu-Lapu City,PH,10.309261,123.97974,31
OMC,RPVO,Ormoc Airport,Ormoc City,PH,11.057715,124.565622,83
PPS,RPVP,Puerto Princesa International Airport / PAF Antonio Bautista Air Base,Puerto Princesa,PH,9.74212,118.759003,71
RXS,RPVR,Roxas Airport,Roxas City,PH,11.597700119018555,122.75199890136719,10
EUQ,RPVS,Evelio Javier Airport,San Jose,PH,10.766644,121.932506,23
TBH,RPVU,Tugdan Airport,Tablas Island,PH,12.3109998703,122.084999084,10
USU,RPVV,Francisco B. Reyes (Busuanga) Airport,Coron,PH,12.121865,120.100801,148
BPA,,Borongan Airport,Borongan City,PH,11.674262,125.479259,7
RRM,,Marromeu Airport,Marromeu,MZ,-18.319259,35.949501,39
RSE,,Rose Bay Seaplane Base,Sydney,AU,-33.869,151.262,
RSI,,Red Sea International Airport,Hanak,SA,25.627975,37.088914,140
TKM,,Taksimo Airport,Taksimo,RU,56.361668,114.93,1634
,ULSY,Sivoritsy Airfield,Gatchina,RU,59.476156,30.001545,371
NOI,,Krymsk Air Base,Krymsk,RU,44.962905,37.999071,66
MJY,,Motygino Airport,Motygino,RU,58.180921,94.745272,538
,UUMB,Kubinka Air Base,Kubinka,RU,55.611695,36.650002,614
UHS,,Aleksandrovsk-Sakhalinskiy Airport,Aleksandrovsk-Sakhalinskiy,RU,50.877144,142.17561,12
KVK,,Kirovsk-Apatity Airport,Apatity,RU,67.462851,33.585294,515
TYA,,Klokovo Air Base,Tula,RU,54.239,37.6,499
LNX,,Smolensk North Airport,Smolensk,RU,54.824,32.025,820
EIK,,Yeysk Airport,Yeysk,RU,46.68,38.21,60
RUU,,Ruti Airport,Kawbenaberi,PG,-5.334444444440001,144.256666667,1710
RVC,,River Cess Airport and Heliport,River Cess,LR,5.472469,-9.58546,27
LPS,,Lopez Island Airport,Lopez,US,48.4838981628418,-122.93800354003906,209
KEH,,Kenmore Air Harbor LLC Seaplane Base,Kenmore,US,47.754799,-122.259003,14
,OERY,King Salman Air Base,Riyadh,SA,24.465259,46.659279,
,SAAK,Isla Martin Garcia Airport,Isla Martin Garcia,AR,-34.1821,-58.2469,6
MJR,,Miramar Airport,Miramar,AR,-38.2271,-57.8697,42
COC,SAAC,Comodoro Pierrestegui Airport,Concordia,AR,-31.2969,-57.9966,112
GHU,SAAG,Gualeguaychu Airport,Gualeguaychu,AR,-33.005567,-58.612833,75
,SAAI,Punta Indio Naval Air Base,Veronica,AR,-35.353298,-57.290001,49
PRA,SAAP,General Urquiza Airport,Parana,AR,-31.7948,-60.4804,242
ROS,SAAR,Rosario Islas Malvinas International Airport,Rosario,AR,-32.9036,-60.785,85
SFN,SAAV,Sauce Viejo Airport,Santa Fe,AR,-31.7117,-60.8117,55
AEP,SABE,Jorge Newbery Airpark,Buenos Aires,AR,-34.5592,-58.4156,18
LCM,SACC,La Cumbre Airport,La Cumbre,AR,-31.0058,-64.531898,3733
COR,SACO,Ingeniero Ambrosio Taravella Airport,Cordoba,AR,-31.323601,-64.208,1604
LPG,SADL,La Plata Airport,La Plata,AR,-34.9722,-57.8947,72
EPA,SADP,El Palomar Airport,El Palomar,AR,-34.6099,-58.6126,59
EZE,SAEZ,Minister Pistarini International Airport,Buenos Aires (Ezeiza),AR,-34.8222,-58.5358,67
RAF,SAFR,Rafaela Airport,Rafaela,AR,-31.2825,-61.5017,325
NCJ,SAFS,Sunchales Aeroclub Airport,Sunchales,AR,-30.9575,-61.5283,299
HOS,SAHC,Chos Malal Airport,Chos Malal,AR,-37.444698,-70.222504,2788
CVH,,Caviahue Airport,Lafontaine,AR,-37.851398,-71.009201,5435
GNR,SAHR,Dr. Arturo H. Illia Airport,General Roca,AR,-39.000702,-67.620499,852
RDS,SAHS,Rincon De Los Sauces Airport,Rincon de los Sauces,AR,-37.390598,-68.904198,1968
APZ,SAHZ,Zapala Airport,Zapala,AR,-38.975498,-70.113602,3330
SAM,,Salamo Airport,Salamo,PG,-9.6701,150.7903,30
MDZ,SAME,El Plumerillo Airport,Mendoza,AR,-32.8316993713,-68.7929000854,2310
LGS,SAMM,Comodoro D.R. Salomón Airport,Malargue,AR,-35.493599,-69.574303,4685
AFA,SAMR,Suboficial Ay Santiago Germano Airport,San Rafael,AR,-34.588299,-68.4039,2470
CTC,SANC,Coronel Felipe Varela International Airport,Catamarca,AR,-28.593117,-65.7512,1522
SDE,SANE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago del Estero,AR,-27.765556335399996,-64.3099975586,656
IRJ,SANL,Capitan V A Almonacid Airport,La Rioja,AR,-29.381599,-66.795799,1437
RHD,SANR,Termas de Río Hondo international Airport,Termas de Río Hondo,AR,-27.4966,-64.93595,935
TUC,SANT,Teniente Benjamin Matienzo Airport,San Miguel de Tucumán,AR,-26.8409,-65.104897,1493
UAQ,SANU,Domingo Faustino Sarmiento Airport,San Juan,AR,-31.571501,-68.418198,1958
CRR,SANW,Ceres Airport,Ceres,AR,-29.872292,-61.927925,285
RCU,SAOC,Area De Material Airport,Rio Cuarto,AR,-33.085098,-64.261299,1380
VDR,SAOD,Villa Dolores Airport,Villa Dolores,AR,-31.9452,-65.146301,1847
VME,SAOR,Villa Reynolds Airport,Villa Mercedes,AR,-33.7299003601,-65.3873977661,1591
RLO,SAOS,Valle Del Conlara International Airport,Merlo,AR,-32.384701,-65.186501,2021
LUQ,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,AR,-33.273201,-66.3564,2328
CNQ,SARC,Corrientes Airport,Corrientes,AR,-27.4455,-58.7619,202
RES,SARE,Resistencia International Airport,Resistencia,AR,-27.45,-59.0561,173
FMA,SARF,Formosa National Airport,Formosa,AR,-26.2127,-58.2281,193
IGR,SARI,Cataratas Del Iguazú International Airport,Puerto Iguazu,AR,-25.737301,-54.4734,916
AOL,SARL,Paso De Los Libres Airport,Paso de los Libres,AR,-29.6894,-57.1521,230
MCS,SARM,Monte Caseros Airport,Monte Caseros,AR,-30.2719,-57.6402,170
PSS,SARP,Libertador Gral D Jose De San Martin Airport,Posadas,AR,-27.3858,-55.9707,430
PRQ,SARS,Termal Airport,Presidencia Roque Sáenz Peña,AR,-26.753611,-60.492222,308
SLA,SASA,Martin Miguel De Guemes International Airport,Salta,AR,-24.856000900299996,-65.4861984253,4088
JUJ,SASJ,Gobernador Horacio Guzman International Airport,San Salvador de Jujuy,AR,-24.392799,-65.097801,3019
ORA,SASO,Orán Airport,Orán,AR,-23.1528,-64.329201,1171
TTG,SAST,General Enrique Mosconi Airport,Tartagal,AR,-22.616877,-63.793015,1472
CLX,SATC,Aeródromo de Clorinda,Clorinda,AR,-25.3036,-57.7344,206
ELO,SATD,El Dorado Airport,El Dorado,AR,-26.397499,-54.574699,685
OYA,SATG,Goya Airport,Goya,AR,-29.1058,-59.2189,128
,SATI,Bernardo de Irigoyen Airport,Bernardo de Irigoyen,AR,-26.281458,-53.672578,2673
LLS,SATK,Alferez Armando Rodriguez Airport,Las Lomitas,AR,-24.721399,-60.548801,426
MDX,SATM,Mercedes Airport,Mercedes,AR,-29.221399,-58.087799,358
RCQ,SATR,Reconquista Airport,Reconquista,AR,-29.210278,-59.683333,160
UZU,SATU,Curuzu Cuatia Airport,Curuzu Cuatia,AR,-29.7706,-57.9789,229
EHL,SAVB,El Bolsón Airfield,El Bolsón,AR,-41.943199,-71.532303,1141
CRD,SAVC,General E. Mosconi Airport,Comodoro Rivadavia,AR,-45.7853,-67.4655,189
EMX,SAVD,El Maitén Airport,El Maitén,AR,-42.029202,-71.172501,2355
EQS,SAVE,Esquel Brigadier Antonio Parodi International Airport,Esquel,AR,-42.908001,-71.139503,2621
LHS,SAVH,Las Heras Airport,Las Heras,AR,-46.538517,-68.965323,1082
IGB,SAVJ,Ingeniero Jacobacci - Captain H R Bordón Airport,Ingeniero Jacobacci,AR,-41.3209,-69.574898,2925
OLN,SAVM,Lago Musters Airport,Sarmiento,AR,-45.5752,-69.077,889
OES,SAVN,Antoine de Saint Exupéry Airport,San Antonio Oeste,AR,-40.7512,-65.0343,85
MQD,SAVQ,Maquinchao Airport,Maquinchao,AR,-41.2430992126,-68.7078018188,2912
ARR,SAVR,D. Casimiro Szlapelis Airport,Alto Rio Senguerr,AR,-45.013599,-70.812202,2286
SGV,SAVS,Sierra Grande Airport,Sierra Grande,AR,-41.591702,-65.339401,688
REL,SAVT,Almirante Marco Andres Zar Airport,Rawson,AR,-43.2105,-65.2703,141
VDM,SAVV,Gobernador Castello Airport,Viedma / Carmen de Patagones,AR,-40.8692,-63.0004,20
PMY,SAVY,El Tehuelche Airport,Puerto Madryn,AR,-42.7592,-65.1027,427
FTE,,El Calafate - Commander Armando Tola International Airport,El Calafate,AR,-50.2803,-72.053101,669
PUD,SAWD,Puerto Deseado Airport,Puerto Deseado,AR,-47.7353,-65.9041,268
RGA,SAWE,Gobernador Ramón Trejo Noel International Airport,Rio Grande,AR,-53.7777,-67.7494,65
RGL,SAWG,Piloto Civil N. Fernández Airport,Rio Gallegos,AR,-51.6089,-69.3126,61
USH,SAWH,Ushuaia - Malvinas Argentinas International Airport,Ushuaia,AR,-54.8433,-68.2958,102
ULA,SAWJ,Capitan D Daniel Vazquez Airport,San Julian,AR,-49.306816,-67.802596,203
ROY,SAWM,Rio Mayo Airport,Rio Mayo,AR,-45.703899,-70.245598,1784
PMQ,SAWP,Perito Moreno Jalil Hamer Airport,Perito Moreno,AR,-46.537899,-70.978699,1410
GGS,SAWR,Gobernador Gregores Airport,Gobernador Gregores,AR,-48.7831,-70.150002,356
JSM,SAWS,Jose De San Martin Airport,Chubut,AR,-44.048599243199995,-70.4589004517,2407
RYO,SAWT,28 de Noviembre Airport,Rio Turbio,AR,-51.605,-72.2203,909
RZA,SAWU,Santa Cruz Airport,Puerto Santa Cruz,AR,-50.0165,-68.5792,364
BHI,SAZB,Comandante Espora Airport,Bahía Blanca,AR,-38.725,-62.1693,246
CSZ,SAZC,Brigadier D.H.E. Ruiz Airport,Coronel Suarez,AR,-37.446098,-61.889301,767
OVR,SAZF,Olavarria Airport,Olavarria,AR,-36.889999,-60.216599,551
GPO,SAZG,General Pico Airport,General Pico,AR,-35.696201,-63.758301,459
OYO,SAZH,Tres Arroyos Airport,Tres Arroyos,AR,-38.3869,-60.3297,400
SST,SAZL,Santa Teresita Airport,Santa Teresita,AR,-36.5423,-56.7218,9
MDQ,SAZM,Ástor Piazzola International Airport,Mar del Plata,AR,-37.9342,-57.5733,72
NQN,SAZN,Presidente Peron Airport,Neuquen,AR,-38.949001,-68.155701,895
NEC,SAZO,Necochea Airport,Necochea,AR,-38.490746,-58.816337,72
PEH,SAZP,Comodoro Pedro Zanni Airport,Pehuajó,AR,-35.8446,-61.8576,278
RSA,SAZR,Santa Rosa Airport,Santa Rosa,AR,-36.588299,-64.275703,630
BRC,SAZS,San Carlos de Bariloche Airport,San Carlos de Bariloche,AR,-41.151199,-71.157501,2774
TDL,SAZT,Héroes de Malvinas Airport,Tandil,AR,-37.234634,-59.228647,574
VLG,SAZV,Villa Gesell Airport,Villa Gesell,AR,-37.2354,-57.0292,32
CUT,SAZW,Cutral-Co Airport,Cutral-Co,AR,-38.939701,-69.264603,2132
CPC,SAZY,Aviador C. Campos Airport,Chapelco/San Martin de los Andes,AR,-40.075401,-71.137299,2569
VIU,AGVH,Viru Harbour Airstrip,Viru,SB,-8.508457,157.689986,130
CDJ,SBAA,Conceição do Araguaia Airport,Conceição do Araguaia,BR,-8.34835,-49.301498,653
ARX,SBAC,Aracati Dragão do Mar Regional Airport,Aracati,BR,-4.568896,-37.805135,128
JTC,SBAE,Bauru/Arealva–Moussa Nakhal Tobias State Airport,Bauru,BR,-22.160755,-49.070325,1962
,SBAF,Campo Délio Jardim de Mattos Airport,Rio de Janeiro,BR,-22.875099,-43.384701,110
,SBAN,Anápolis Airbase,Anápolis,BR,-16.2292,-48.964298,3731
AQA,SBAQ,Araraquara Airport,Araraquara,BR,-21.812,-48.132999,2334
AJU,SBAR,Aracaju - Santa Maria International Airport,Aracaju,BR,-10.984,-37.070301,139
AFL,SBAT,Piloto Osvaldo Marques Dias Airport,Alta Floresta,BR,-9.866389,-56.106298,948
ARU,SBAU,Araçatuba Airport,Araçatuba,BR,-21.141479,-50.424575,1361
AAX,SBAX,Romeu Zema Airport,Araxá,BR,-19.5632,-46.9604,3276
BEL,SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,BR,-1.379279,-48.476207,54
BGX,SBBG,Comandante Gustavo Kraemer Airport,Bagé,BR,-31.390499,-54.112202,600
PLU,SBBH,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,BR,-19.85074,-43.950316,2589
BFH,SBBI,Bacacheri Airport,Curitiba,BR,-25.4051,-49.231998,3057
BJP,SBBP,Estadual Arthur Siqueira Airport,Bragança Paulista,BR,-22.978822,-46.537131,2887
BSB,SBBR,Presidente Juscelino Kubitschek International Airport,Brasília,BR,-15.869167,-47.920834,3497
BAT,,Chafei Amsei Airport,Barretos,BR,-20.584631,-48.594125,1903
,SBBU,Bauru Airport,Bauru,BR,-22.344999,-49.053799,2025
BVB,SBBV,Atlas Brasil Cantanhede Airport,Boa Vista,BR,2.845855,-60.690944,276
BPG,SBBW,Barra do Garças Airport,Barra do Garças,BR,-15.861417,-52.389008,1147
BZC,,Umberto Modiano Airport,Cabo Frio,BR,-22.770881,-41.96308,10
CAC,SBCA,Coronel Adalberto Mendes da Silva Airport,Cascavel,BR,-25.000323,-53.501208,2481
CFB,SBCB,Cabo Frio Airport,Cabo Frio,BR,-22.921485,-42.071874,22
CFC,SBCD,Doctor Carlos Alberto da Costa Neves Airport,Caçador,BR,-26.787423,-50.939942,3376
CNF,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,-19.63571,-43.966928,2721
CGR,SBCG,Campo Grande Airport,Campo Grande,BR,-20.469998,-54.673988,1833
XAP,SBCH,Serafin Enoss Bertaso Airport,Chapecó,BR,-27.134199,-52.656601,2154
CLN,SBCI,Brig. Lysias Augusto Rodrigues Airport,Carolina,BR,-7.32044,-47.458698,565
CKS,SBCJ,Carajás Airport,Parauapebas,BR,-6.117841,-50.003372,2064
CCM,,Forquilhinha - Criciúma  Airport,Criciúma,BR,-28.725743,-49.424475,92
CLV,SBCN,Nelson Ribeiro Guimarães Airport,Caldas Novas,BR,-17.725096,-48.606324,2307
QNS,,Canoas Air Force Base,Porto Alegre,BR,-29.945928,-51.144413,26
CAW,SBCP,Bartolomeu Lisandro Airport,Campos dos Goytacazes,BR,-21.698299,-41.301701,59
CMG,SBCR,Corumbá International Airport,Corumbá,BR,-19.01193,-57.672772,463
CWB,SBCT,Afonso Pena Airport,Curitiba,BR,-25.5285,-49.1758,2988
CRQ,,Caravelas Airport,Caravelas,BR,-17.6523,-39.253101,36
CXJ,SBCX,Hugo Cantergiani Regional Airport,Caxias Do Sul,BR,-29.197183,-51.187647,2472
CGB,SBCY,Marechal Rondon Airport,Cuiabá,BR,-15.6529,-56.116699,617
CZS,SBCZ,Cruzeiro do Sul Airport,Cruzeiro Do Sul,BR,-7.59991,-72.769501,637
BYO,SBDB,Bonito Airport,Bonito,BR,-21.2473,-56.452399,1180
PPB,SBDN,Presidente Prudente Airport,Presidente Prudente,BR,-22.1751,-51.424599,1477
DOU,,Dourados Airport,Dourados,BR,-22.2019,-54.926601,1503
MAO,SBEG,Eduardo Gomes International Airport,Manaus,BR,-3.03861,-60.049702,264
JCR,SBEK,Jacareacanga Airport,Jacareacanga,BR,-6.23316,-57.776901,295
IGU,SBFI,Cataratas International Airport,Foz do Iguaçu,BR,-25.594167,-54.489444,786
FLN,SBFL,Hercílio Luz International Airport,Florianópolis,BR,-27.670279,-48.552502,16
FEN,SBFN,Fernando de Noronha Airport,Fernando de Noronha,BR,-3.854471,-32.423302,193
FOR,SBFZ,Pinto Martins International Airport,Fortaleza,BR,-3.775833,-38.532222,83
GIG,SBGL,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,BR,-22.809999,-43.250557,28
GJM,SBGM,Guajará-Mirim Airport,Guajará-Mirim,BR,-10.78641,-65.28486,478
GYN,SBGO,Santa Genoveva Airport,Goiânia,BR,-16.632,-49.220699,2450
GRU,SBGR,Guarulhos - Governador André Franco Montoro International Airport,São Paulo,BR,-23.431944,-46.467778,2461
GPB,,Tancredo Thomas de Faria Airport,Guarapuava,BR,-25.388327,-51.52349,3494
GVR,SBGV,Coronel Altino Machado Airport,Governador Valadares,BR,-18.895882,-41.982869,561
GUJ,SBGW,Edu Chaves Field,Guaratinguetá,BR,-22.791599,-45.2048,1761
ATM,SBHT,Altamira Interstate Airport,Altamira,BR,-3.253144,-52.253938,368
ITA,SBIC,Itacoatiara Airport,Itacoatiara,BR,-3.126539,-58.481668,142
ITB,SBIH,Itaituba Airport,Itaituba,BR,-4.242131,-56.000651,110
IOS,SBIL,Bahia - Jorge Amado Airport,Ilhéus,BR,-14.815929,-39.033458,15
IPN,SBIP,Usiminas Airport,Ipatinga,BR,-19.470699,-42.487598,786
ITR,SBIT,Francisco Vilela do Amaral Airport,Itumbiara,BR,-18.4447,-49.213402,1630
IMP,SBIZ,Prefeito Renato Moreira Airport,Imperatriz,BR,-5.53129,-47.459999,430
JJG,SBJA,Humberto Ghizzo Bortoluzzi Regional Airport,Jaguaruna,BR,-28.6753,-49.0596,120
QDV,,Comte. Rolim Adolfo Amaro–Jundiaí State Airport,Jundiaí,BR,-23.180861,-46.943921,2470
JJD,SBJE,Comandante Ariston Pessoa Airport,Cruz,BR,-2.906425,-40.357338,89
JDF,SBJF,Francisco de Assis Airport,Juiz de Fora,BR,-21.791482,-43.386072,2989
JHF,SBJH,São Paulo Catarina Executive Airport,São Roque,BR,-23.426886,-47.165658,2547
JPR,,Ji-Paraná Airport,Ji-Paraná,BR,-10.870743,-61.846675,598
JPA,SBJP,Presidente Castro Pinto International Airport,João Pessoa,BR,-7.148691,-34.950554,217
RRJ,SBJR,Jacarepaguá - Roberto Marinho Airport,Rio De Janeiro,BR,-22.986773,-43.372194,10
JDO,SBJU,Orlando Bezerra de Menezes Airport,Juazeiro do Norte,BR,-7.21932,-39.269096,1342
JOI,SBJV,Lauro Carneiro de Loyola Airport,Joinville,BR,-26.224501,-48.797401,15
CPV,SBKG,Presidente João Suassuna Airport,Campina Grande,BR,-7.269662,-35.896057,1646
VCP,SBKP,Viracopos International Airport,Campinas,BR,-23.007404,-47.134502,2170
LEC,SBLE,Coronel Horácio de Mattos Airport,Lençóis,BR,-12.4823,-41.277,1676
LAJ,SBLJ,Lages Airport,Lages,BR,-27.782101,-50.281502,3065
LIP,,Lins Airport,Lins,BR,-21.663491,-49.729954,1575
LDB,SBLO,Governor José Richa Airport,Londrina,BR,-23.334375,-51.128365,1867
LAZ,SBLP,Bom Jesus da Lapa Airport,Bom Jesus da Lapa,BR,-13.2621,-43.4081,1454
MAB,SBMA,João Correa da Rocha Airport,Marabá,BR,-5.36859,-49.138,357
MQH,,Minaçu Airport,Minaçu,BR,-13.5491,-48.195301,1401
MEU,SBMD,Monte Dourado - Serra do Areão Airport,Almeirim,BR,-0.889839,-52.6022,677
MEA,SBME,Macaé Benedito Lacerda Airport,Macaé,BR,-22.343,-41.765999,8
MGF,SBMG,Regional de Maringá - Sílvio Name Júnior Airport,Maringá,BR,-23.47606,-52.016187,1801
MOC,SBMK,Mário Ribeiro Airport,Montes Claros,BR,-16.706919,-43.818901,2191
MII,SBML,Frank Miloye Milenkowichi–Marília State Airport,Marília,BR,-22.196899,-49.926485,2134
PLL,SBMN,Ponta Pelada Airport / Manaus Air Base,Manaus,BR,-3.14604,-59.986301,267
MCZ,SBMO,Zumbi dos Palmares Airport,Maceió,BR,-9.51081,-35.791698,387
MCP,SBMQ,Macapá - Alberto Alcolumbre International Airport,Macapá,BR,0.050664,-51.072201,56
MVF,SBMS,Dix-Sept Rosado Airport,Mossoró,BR,-5.20192,-37.3643,76
RTE,,Campo de Marte Airport,São Paulo,BR,-23.5091,-46.637798,2371
MNX,SBMY,Manicoré Airport,Manicoré,BR,-5.81138,-61.278301,174
NVT,SBNF,Ministro Victor Konder International Airport,Navegantes,BR,-26.879431,-48.650979,18
GEL,SBNM,Santo Ângelo Airport,Santo Ângelo,BR,-28.282503,-54.169623,1056
,SBNT,Natal Air Force Base,Natal,BR,-5.91142,-35.2477,171
OYK,SBOI,Oiapoque Airport,Oiapoque,BR,3.85412,-51.797056,53
POA,SBPA,Salgado Filho International Airport,Porto Alegre,BR,-29.994712,-51.166592,11
PHB,SBPB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,Parnaíba,BR,-2.89375,-41.731998,23
POO,SBPC,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Poços De Caldas,BR,-21.842529,-46.569768,4138
PFB,SBPF,Lauro Kurtz Airport,Passo Fundo,BR,-28.243976,-52.32777,2380
PGZ,SBPG,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,BR,-25.184476,-50.143822,2588
PMW,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,-10.2915,-48.356998,774
PET,SBPK,João Simões Lopes Neto International Airport,Pelotas,BR,-31.717253,-52.327952,59
PNZ,SBPL,Senador Nilo Coelho Airport,Petrolina,BR,-9.362422,-40.569098,1263
PNB,,Porto Nacional Airport,Porto Nacional,BR,-10.719402,-48.3997,870
PTO,,Juvenal Loureiro Cardoso Airport,Pato Branco,BR,-26.217184,-52.694463,2697
PMG,SBPP,Ponta Porã Airport,Ponta Porã,BR,-22.549601,-55.702599,2156
BPS,SBPS,Porto Seguro Airport,Porto Seguro,BR,-16.438426,-39.080584,169
PVH,SBPV,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,BR,-8.707854,-63.90242,295
RBR,SBRB,Rio Branco-Plácido de Castro International Airport,Rio Branco,BR,-9.869031,-67.893984,633
ROO,SBRD,Maestro Marinho Franco Airport,Rondonópolis,BR,-16.584292,-54.724803,1467
REC,SBRF,Recife/Guararapes - Gilberto Freyre International Airport,Recife,BR,-8.125984,-34.923316,33
SDU,SBRJ,Santos Dumont Airport,Rio de Janeiro,BR,-22.9105,-43.163101,11
RAO,SBRP,Leite Lopes Airport,Ribeirão Preto,BR,-21.134314,-47.774053,1805
BRB,,Barreirinhas National Airport,Barreirinhas,BR,-2.756644,-42.803187,40
SNZ,,Santa Cruz Air Force Base,Rio de Janeiro,BR,-22.9324,-43.719101,10
NAT,,São Gonçalo do Amarante - Governador Aluízio Alves International Airport,Natal,BR,-5.769804,-35.366578,272
OPS,SBSI,Presidente João Batista Figueiredo Airport,Sinop,BR,-11.885001,-55.586109,1227
SJK,SBSJ,Professor Urbano Ernesto Stumpf Airport,São José Dos Campos,BR,-23.2292,-45.8615,2120
SLZ,SBSL,Marechal Cunha Machado International Airport,São Luís,BR,-2.58536,-44.2341,178
RIA,SBSM,Santa Maria Airport,Santa Maria,BR,-29.711399,-53.688202,287
STM,SBSN,Santarém - Maestro Wilson Fonseca International Airport,Santarém,BR,-2.422423,-54.79306,198
SMT,,Adolino Bedin Regional Airport,Sorriso,BR,-12.479177,-55.672341,1266
CGH,SBSP,Congonhas Airport,São Paulo,BR,-23.627657,-46.654601,2631
SJP,SBSR,Prof. Eribelto Manoel Reino State Airport,São José do Rio Preto,BR,-20.817113,-49.406963,1784
SSZ,SBST,Santos Nero Moura Air Base / Guarujá Airport,Guarujá,BR,-23.928192,-46.300195,13
SSA,SBSV,Deputado Luiz Eduardo Magalhães International Airport,Salvador,BR,-12.908611,-38.322498,64
TMT,SBTB,Trombetas Airport,Oriximiná,BR,-1.4896,-56.396801,167
UNA,SBTC,Una-Comandatuba Airport,Una,BR,-15.354358,-38.998729,23
TOW,SBTD,Toledo - Luiz Dalcanale Filho Municipal Airport,Toledo,BR,-24.6863,-53.697498,1843
THE,SBTE,Senador Petrônio Portela Airport,Teresina,BR,-5.06025,-42.823712,219
TFF,SBTF,Tefé Airport,Tefé,BR,-3.38294,-64.724098,186
TJL,SBTG,Plínio Alarcom Airport,Três Lagoas,BR,-20.752643,-51.682026,1063
TRQ,SBTK,Tarauacá Airport,Tarauacá,BR,-8.155534,-70.782985,646
TEC,,Telêmaco Borba Airport,Telêmaco Borba,BR,-24.317801,-50.6516,2610
TSQ,,Torres Airport,Torres,BR,-29.4149,-49.810001,30
TBT,SBTT,Tabatinga Airport,Tabatinga,BR,-4.25567,-69.935799,263
TUR,SBTU,Tucuruí Airport,Tucuruí,BR,-3.78601,-49.720299,830
SJL,SBUA,São Gabriel da Cachoeira Airport,São Gabriel da Cachoeira,BR,-0.14835,-66.9855,249
PAV,SBUF,Paulo Afonso Airport,Paulo Afonso,BR,-9.40088,-38.250599,883
URG,SBUG,Rubem Berta Airport,Uruguaiana,BR,-29.7822,-57.0382,256
UDI,SBUL,Ten. Cel. Aviador César Bombonato Airport,Uberlândia,BR,-18.883579,-48.225936,3094
UBA,SBUR,Mário de Almeida Franco Airport,Uberaba,BR,-19.765036,-47.964805,2655
RPU,,Urucu Airport,Urucu,BR,-4.884263,-65.355421,210
VAG,SBVG,Major Brigadeiro Trompowsky Airport,Varginha,BR,-21.591375,-45.474116,3025
BVH,SBVH,Brigadeiro Camarão Airport,Vilhena,BR,-12.6944,-60.098301,2018
VIX,SBVT,Eurico de Aguiar Salles Airport,Vitória,BR,-20.258,-40.285,34
,SBYA,Iauaretê Airport,São Gabriel da Cachoeira,BR,0.610384,-69.179992,466
QPS,,Campo Fontenelle,Pirassununga,BR,-21.984692,-47.341207,1968
IZA,SBZM,Presidente Itamar Franco Airport,Juiz de Fora,BR,-21.513086,-43.173069,1348
ZUD,SCAC,Pupelde Airport,Ancud,CL,-41.904251,-73.796571,315
LOB,SCAN,San Rafael Airport,Los Andes,CL,-32.814201,-70.646698,2461
WAP,SCAP,Alto Palena Airport,Palena,CL,-43.611492,-71.805452,794
ARI,SCAR,Chacalluta Airport,Arica,CL,-18.348499,-70.338699,167
WPA,SCAS,Cabo Juan Román Airfield,Puerto Aysén,CL,-45.3992,-72.670303,30
CPO,SCAT,Desierto de Atacama Airport,Copiapo,CL,-27.2611999512,-70.7791976929,670
BBA,SCBA,Balmaceda Airport,Balmaceda,CL,-45.915968,-71.689499,1722
TOQ,SCBE,Barriles Airport,Tocopilla,CL,-22.1411,-70.062897,3475
DPB,,Pampa Guanaco Airport,Bahia Inutil,CL,-54.049977,-68.809193,591
CCH,SCCC,Chile Chico Airport,Chile Chico,CL,-46.5831,-71.686323,1070
CJC,SCCF,El Loa Airport,Calama,CL,-22.498199,-68.903603,7543
YAI,SCCH,Gral. Bernardo O´Higgins Airport,Chillan,CL,-36.5825,-72.031403,495
PUQ,SCCI,President Carlos Ibañez del Campo International Airport,Punta Arenas,CL,-53.002602,-70.854599,139
COW,,Tambillos Airport,Coquimbo,CL,-30.198889,-71.246944,656
